match_id,match_seq_num,start_time,account_id,player_slot,hero_id
1323887051,1426480439,1187144729,37786463,2,39
1323887051,1426480439,1187144729,1234239,3,14
1323887051,1426480439,1187144729,10910282,4,32
1323887051,1426480439,1187144729,4294967295,128,7
1323887051,1426480439,1187144729,4294967295,129,20
1323887051,1426480439,1187144729,39715993,130,21
1323887051,1426480439,1187144729,43632692,131,29
1323887051,1426480439,1187144729,4294967295,132,35
1323403186,1426451358,1186665792,1234239,0,14
1323403186,1426451358,1186665792,43501498,1,22
1323403186,1426451358,1186665792,2516374,2,71
1323403186,1426451358,1186665792,133238810,3,1
1323403186,1426451358,1186665792,4294967295,4,30
1323403186,1426451358,1186665792,33811476,128,77
1323403186,1426451358,1186665792,67594105,129,95
1323403186,1426451358,1186665792,39833037,130,93
1323403186,1426451358,1186665792,4294967295,131,9
1323403186,1426451358,1186665792,4294967295,132,40
1323301641,1426447318,1186538021,4294967295,0,26
1323301641,1426447318,1186538021,4294967295,1,78
1323301641,1426447318,1186538021,1234239,2,14
1323301641,1426447318,1186538021,43501498,3,57
1323301641,1426447318,1186538021,45169223,4,19
1323301641,1426447318,1186538021,103237589,128,63
1323301641,1426447318,1186538021,72051389,129,84
1323301641,1426447318,1186538021,128100376,130,39
1323301641,1426447318,1186538021,97223308,131,101
1323301641,1426447318,1186538021,68952604,132,77
1323172717,1426443001,1186448576,37570919,0,86
1323172717,1426443001,1186448576,38029557,1,36
1323172717,1426443001,1186448576,40299371,2,102
1323172717,1426443001,1186448576,2617372,3,44
1323172717,1426443001,1186448576,4294967295,4,46
1323172717,1426443001,1186448576,101418330,128,23
1323172717,1426443001,1186448576,99166241,129,40
1323172717,1426443001,1186448576,74536888,130,17
1323172717,1426443001,1186448576,1234239,131,14
1323172717,1426443001,1186448576,43501498,132,85
1322917234,1426435648,1186216429,52266169,0,52
1322917234,1426435648,1186216429,43501498,1,29
1322917234,1426435648,1186216429,10910282,2,47
1322917234,1426435648,1186216429,1234239,3,14
1322917234,1426435648,1186216429,4294967295,4,74
1322917234,1426435648,1186216429,4294967295,128,95
1322917234,1426435648,1186216429,29586743,129,8
1322917234,1426435648,1186216429,45327050,130,101
1322917234,1426435648,1186216429,4294967295,131,35
1322917234,1426435648,1186216429,39921040,132,23
1320769404,1426373906,1184237126,109282046,0,22
1320769404,1426373906,1184237126,79581360,1,31
1320769404,1426373906,1184237126,1234239,2,14
1320769404,1426373906,1184237126,10910282,3,47
1320769404,1426373906,1184237126,66659134,4,25
1320769404,1426373906,1184237126,7474238,128,112
1320769404,1426373906,1184237126,5714839,129,69
1320769404,1426373906,1184237126,4294967295,130,30
1320769404,1426373906,1184237126,121879812,131,35
1320769404,1426373906,1184237126,49127076,132,10
1318245213,1426308257,1181957649,4294967295,0,36
1318245213,1426308257,1181957649,4294967295,1,9
1318245213,1426308257,1181957649,19799616,2,10
1318245213,1426308257,1181957649,42255525,3,93
1318245213,1426308257,1181957649,3804539,4,71
1318245213,1426308257,1181957649,61614734,128,74
1318245213,1426308257,1181957649,43925397,129,4
1318245213,1426308257,1181957649,42008530,130,86
1318245213,1426308257,1181957649,1234239,131,14
1318245213,1426308257,1181957649,45169223,132,90
1318148880,1426304749,1181865629,164175729,0,19
1318148880,1426304749,1181865629,117382151,1,32
1318148880,1426304749,1181865629,189535550,2,8
1318148880,1426304749,1181865629,1234239,3,14
1318148880,1426304749,1181865629,45169223,4,112
1318148880,1426304749,1181865629,72022468,128,93
1318148880,1426304749,1181865629,35752868,129,2
1318148880,1426304749,1181865629,89098177,130,86
1318148880,1426304749,1181865629,98770306,131,35
1318148880,1426304749,1181865629,126897078,132,60
1317768617,1426286654,1181516377,4294967295,0,44
1317768617,1426286654,1181516377,4294967295,1,36
1317768617,1426286654,1181516377,4294967295,2,100
1317768617,1426286654,1181516377,4294967295,3,26
1317768617,1426286654,1181516377,4294967295,4,23
1317768617,1426286654,1181516377,515141,128,35
1317768617,1426286654,1181516377,36963869,129,2
1317768617,1426286654,1181516377,190802274,130,112
1317768617,1426286654,1181516377,10910282,131,47
1317768617,1426286654,1181516377,1234239,132,14
1315723804,1426227681,1179659012,117620632,0,23
1315723804,1426227681,1179659012,103119065,1,39
1315723804,1426227681,1179659012,192039386,2,85
1315723804,1426227681,1179659012,86783785,3,2
1315723804,1426227681,1179659012,111835415,4,8
1315723804,1426227681,1179659012,10910282,128,47
1315723804,1426227681,1179659012,45169223,129,68
1315723804,1426227681,1179659012,1234239,130,14
1315723804,1426227681,1179659012,50561275,131,40
1315723804,1426227681,1179659012,4294967295,132,62
1315541154,1426219651,1179500827,1234239,0,9
1315541154,1426219651,1179500827,10910282,1,47
1315541154,1426219651,1179500827,4294967295,2,109
1315541154,1426219651,1179500827,101481309,3,98
1315541154,1426219651,1179500827,35410126,4,26
1315541154,1426219651,1179500827,4294967295,128,1
1315541154,1426219651,1179500827,52886596,129,65
1315541154,1426219651,1179500827,4294967295,130,69
1315541154,1426219651,1179500827,92464628,131,14
1315541154,1426219651,1179500827,107845784,132,90
1315491563,1426216994,1179434764,4294967295,0,47
1315491563,1426216994,1179434764,37786463,1,51
1315491563,1426216994,1179434764,1234239,2,14
1315491563,1426216994,1179434764,10910282,3,101
1315491563,1426216994,1179434764,9276877,4,75
1315491563,1426216994,1179434764,4294967295,128,77
1315491563,1426216994,1179434764,4294967295,129,64
1315491563,1426216994,1179434764,97118575,130,78
1315491563,1426216994,1179434764,4294967295,131,27
1315491563,1426216994,1179434764,79599257,132,85
1308233817,1425935391,1172992552,29184894,0,84
1308233817,1425935391,1172992552,35488045,1,75
1308233817,1425935391,1172992552,4294967295,2,20
1308233817,1425935391,1172992552,53794688,3,28
1308233817,1425935391,1172992552,6551663,4,98
1308233817,1425935391,1172992552,1234239,128,14
1308233817,1425935391,1172992552,10910282,129,57
1308233817,1425935391,1172992552,64860849,130,47
1308233817,1425935391,1172992552,162463738,131,2
1308233817,1425935391,1172992552,78389401,132,35
1306490445,1425886007,1171450507,26140590,0,18
1306490445,1425886007,1171450507,10910282,1,5
1306490445,1425886007,1171450507,1234239,2,14
1306490445,1425886007,1171450507,43501498,3,103
1306490445,1425886007,1171450507,4294967295,4,12
1306490445,1425886007,1171450507,74788567,128,39
1306490445,1425886007,1171450507,4294967295,129,7
1306490445,1425886007,1171450507,37807026,130,19
1306490445,1425886007,1171450507,122695769,131,110
1306490445,1425886007,1171450507,44269277,132,22
1306392094,1425882332,1171338272,49930186,0,12
1306392094,1425882332,1171338272,20235401,1,7
1306392094,1425882332,1171338272,5610648,2,3
1306392094,1425882332,1171338272,80070108,3,36
1306392094,1425882332,1171338272,5985263,4,9
1306392094,1425882332,1171338272,4294967295,128,26
1306392094,1425882332,1171338272,26140590,129,32
1306392094,1425882332,1171338272,10910282,130,47
1306392094,1425882332,1171338272,1234239,131,14
1306392094,1425882332,1171338272,43501498,132,100
1306286640,1425877920,1171216439,80649982,0,71
1306286640,1425877920,1171216439,162702850,1,5
1306286640,1425877920,1171216439,26140590,2,12
1306286640,1425877920,1171216439,10910282,3,47
1306286640,1425877920,1171216439,1234239,4,14
1306286640,1425877920,1171216439,100732420,128,9
1306286640,1425877920,1171216439,4294967295,129,107
1306286640,1425877920,1171216439,150306745,130,17
1306286640,1425877920,1171216439,88380566,131,106
1306286640,1425877920,1171216439,4294967295,132,72
1305845921,1425852506,1170821307,153719909,0,65
1305845921,1425852506,1170821307,88092398,1,33
1305845921,1425852506,1170821307,1234239,2,14
1305845921,1425852506,1170821307,43501498,3,95
1305845921,1425852506,1170821307,10910282,4,91
1305845921,1425852506,1170821307,44797241,128,68
1305845921,1425852506,1170821307,22519239,129,16
1305845921,1425852506,1170821307,69320683,130,55
1305845921,1425852506,1170821307,34987940,131,94
1305845921,1425852506,1170821307,20758345,132,78
1305580296,1425842133,1170609997,4294967295,0,76
1305580296,1425842133,1170609997,4294967295,1,64
1305580296,1425842133,1170609997,24203441,2,99
1305580296,1425842133,1170609997,211880702,3,6
1305580296,1425842133,1170609997,4294967295,4,85
1305580296,1425842133,1170609997,86768672,128,30
1305580296,1425842133,1170609997,74909990,129,96
1305580296,1425842133,1170609997,1234239,130,14
1305580296,1425842133,1170609997,10910282,131,47
1305580296,1425842133,1170609997,86774207,132,95
1303499717,1425790309,1168662986,4294967295,0,11
1303499717,1425790309,1168662986,117777520,1,9
1303499717,1425790309,1168662986,160735922,2,48
1303499717,1425790309,1168662986,39509499,3,101
1303499717,1425790309,1168662986,92117529,4,20
1303499717,1425790309,1168662986,45385004,128,96
1303499717,1425790309,1168662986,1234239,129,14
1303499717,1425790309,1168662986,10910282,130,27
1303499717,1425790309,1168662986,4294967295,131,46
1303499717,1425790309,1168662986,4294967295,132,75
1300540951,1425704155,1165951380,195352039,0,22
1300540951,1425704155,1165951380,102033511,1,35
1300540951,1425704155,1165951380,4294967295,2,83
1300540951,1425704155,1165951380,74563857,3,110
1300540951,1425704155,1165951380,168416445,4,39
1300540951,1425704155,1165951380,4294967295,128,23
1300540951,1425704155,1165951380,93267188,129,5
1300540951,1425704155,1165951380,45169223,130,111
1300540951,1425704155,1165951380,1234239,131,14
1300540951,1425704155,1165951380,58958819,132,71
1300469733,1425701576,1165882317,4294967295,0,62
1300469733,1425701576,1165882317,4294967295,1,28
1300469733,1425701576,1165882317,4294967295,2,64
1300469733,1425701576,1165882317,4294967295,3,7
1300469733,1425701576,1165882317,4294967295,4,47
1300469733,1425701576,1165882317,45169223,128,111
1300469733,1425701576,1165882317,58958819,129,32
1300469733,1425701576,1165882317,1234239,130,14
1300469733,1425701576,1165882317,4294967295,131,34
1300469733,1425701576,1165882317,4294967295,132,69
1290849459,1425364345,1157442588,1234239,0,14
1290849459,1425364345,1157442588,45169223,1,64
1290849459,1425364345,1157442588,4294967295,2,33
1290849459,1425364345,1157442588,81204940,3,95
1290849459,1425364345,1157442588,93595,4,41
1290849459,1425364345,1157442588,10236841,128,105
1290849459,1425364345,1157442588,4294967295,129,9
1290849459,1425364345,1157442588,4294967295,130,12
1290849459,1425364345,1157442588,191679960,131,8
1290849459,1425364345,1157442588,124021838,132,34
1287914616,1425266155,1154853286,111486260,0,9
1287914616,1425266155,1154853286,4294967295,1,7
1287914616,1425266155,1154853286,130094412,2,76
1287914616,1425266155,1154853286,4294967295,3,105
1287914616,1425266155,1154853286,222029066,4,35
1287914616,1425266155,1154853286,4294967295,128,95
1287914616,1425266155,1154853286,113062209,129,110
1287914616,1425266155,1154853286,35915728,130,41
1287914616,1425266155,1154853286,45169223,131,84
1287914616,1425266155,1154853286,1234239,132,14
1287434022,1425242921,1154381872,106865460,0,17
1287434022,1425242921,1154381872,95207132,1,25
1287434022,1425242921,1154381872,27451995,2,18
1287434022,1425242921,1154381872,170706856,3,8
1287434022,1425242921,1154381872,4294967295,4,52
1287434022,1425242921,1154381872,1234239,128,14
1287434022,1425242921,1154381872,43501498,129,75
1287434022,1425242921,1154381872,4294967295,130,74
1287434022,1425242921,1154381872,4294967295,131,93
1287434022,1425242921,1154381872,66467731,132,107
1287338905,1425239317,1154300373,14717277,0,112
1287338905,1425239317,1154300373,932399,1,12
1287338905,1425239317,1154300373,68693355,2,86
1287338905,1425239317,1154300373,4294967295,3,25
1287338905,1425239317,1154300373,102308648,4,28
1287338905,1425239317,1154300373,1234239,128,14
1287338905,1425239317,1154300373,10910282,129,38
1287338905,1425239317,1154300373,45169223,130,90
1287338905,1425239317,1154300373,43501498,131,23
1287338905,1425239317,1154300373,84716543,132,18
1287197045,1425234594,1154228601,26140590,0,40
1287197045,1425234594,1154228601,10910282,1,9
1287197045,1425234594,1154228601,45169223,2,21
1287197045,1425234594,1154228601,43501498,3,69
1287197045,1425234594,1154228601,1234239,4,14
1287197045,1425234594,1154228601,109407894,128,22
1287197045,1425234594,1154228601,97975646,129,50
1287197045,1425234594,1154228601,64697985,130,32
1287197045,1425234594,1154228601,110743024,131,44
1287197045,1425234594,1154228601,55820138,132,42
1285088084,1425191917,1152319468,203000269,0,11
1285088084,1425191917,1152319468,4294967295,1,88
1285088084,1425191917,1152319468,1234239,2,14
1285088084,1425191917,1152319468,203469316,3,1
1285088084,1425191917,1152319468,4294967295,4,80
1285088084,1425191917,1152319468,22075530,128,52
1285088084,1425191917,1152319468,29193169,129,20
1285088084,1425191917,1152319468,71357971,130,18
1285088084,1425191917,1152319468,83700585,131,2
1285088084,1425191917,1152319468,21292435,132,99
1282026318,1425115563,1149468716,59080429,0,20
1282026318,1425115563,1149468716,59642236,1,98
1282026318,1425115563,1149468716,49985614,2,28
1282026318,1425115563,1149468716,1234239,3,14
1282026318,1425115563,1149468716,43501498,4,90
1282026318,1425115563,1149468716,125525850,128,59
1282026318,1425115563,1149468716,86716725,129,107
1282026318,1425115563,1149468716,54980114,130,102
1282026318,1425115563,1149468716,38628047,131,2
1282026318,1425115563,1149468716,40680124,132,81
1271481609,1424802599,1140130978,10226450,0,5
1271481609,1424802599,1140130978,4294967295,1,105
1271481609,1424802599,1140130978,3231124,2,63
1271481609,1424802599,1140130978,4294967295,3,107
1271481609,1424802599,1140130978,122227645,4,21
1271481609,1424802599,1140130978,1234239,128,14
1271481609,1424802599,1140130978,10910282,129,96
1271481609,1424802599,1140130978,118744436,130,74
1271481609,1424802599,1140130978,4294967295,131,6
1271481609,1424802599,1140130978,4294967295,132,73
1265524821,1424644781,1134785751,114378231,0,4
1265524821,1424644781,1134785751,114405001,1,85
1265524821,1424644781,1134785751,113471008,2,101
1265524821,1424644781,1134785751,596647,3,21
1265524821,1424644781,1134785751,117234397,4,14
1265524821,1424644781,1134785751,19430271,128,68
1265524821,1424644781,1134785751,1234239,129,16
1265524821,1424644781,1134785751,43501498,130,86
1265524821,1424644781,1134785751,45169223,131,52
1265524821,1424644781,1134785751,26140590,132,6
1265448245,1424641270,1134709003,1494893,0,104
1265448245,1424641270,1134709003,39409840,1,9
1265448245,1424641270,1134709003,11945645,2,95
1265448245,1424641270,1134709003,84850855,3,99
1265448245,1424641270,1134709003,91420871,4,20
1265448245,1424641270,1134709003,1234239,128,14
1265448245,1424641270,1134709003,43501498,129,37
1265448245,1424641270,1134709003,45169223,130,109
1265448245,1424641270,1134709003,26140590,131,28
1265448245,1424641270,1134709003,4294967295,132,55
1265320657,1424637778,1134612051,1234239,0,41
1265320657,1424637778,1134612051,67761193,1,6
1265320657,1424637778,1134612051,45169223,2,8
1265320657,1424637778,1134612051,10910282,3,71
1265320657,1424637778,1134612051,26140590,4,30
1265320657,1424637778,1134612051,4294967295,128,99
1265320657,1424637778,1134612051,12070580,129,14
1265320657,1424637778,1134612051,4294967295,130,50
1265320657,1424637778,1134612051,124239580,131,56
1265320657,1424637778,1134612051,1507234,132,17
1265190570,1424634203,1134498236,12177576,0,63
1265190570,1424634203,1134498236,54990225,1,40
1265190570,1424634203,1134498236,86778294,2,36
1265190570,1424634203,1134498236,4294967295,3,56
1265190570,1424634203,1134498236,87137683,4,72
1265190570,1424634203,1134498236,114194058,128,94
1265190570,1424634203,1134498236,1234239,129,39
1265190570,1424634203,1134498236,67761193,130,71
1265190570,1424634203,1134498236,45169223,131,23
1265190570,1424634203,1134498236,10910282,132,55
1263193000,1424595595,1132650981,4294967295,0,112
1263193000,1424595595,1132650981,4294967295,1,30
1263193000,1424595595,1132650981,4294967295,2,22
1263193000,1424595595,1132650981,4294967295,3,44
1263193000,1424595595,1132650981,4294967295,4,28
1263193000,1424595595,1132650981,1234239,128,14
1263193000,1424595595,1132650981,43501498,129,29
1263193000,1424595595,1132650981,67761193,130,63
1263193000,1424595595,1132650981,45169223,131,36
1263193000,1424595595,1132650981,26140590,132,23
1263052565,1424592261,1132531420,117743407,0,95
1263052565,1424592261,1132531420,94094022,1,54
1263052565,1424592261,1132531420,188455547,2,109
1263052565,1424592261,1132531420,122946279,3,86
1263052565,1424592261,1132531420,94076925,4,79
1263052565,1424592261,1132531420,1234239,128,14
1263052565,1424592261,1132531420,43501498,129,4
1263052565,1424592261,1132531420,67761193,130,73
1263052565,1424592261,1132531420,45169223,131,103
1263052565,1424592261,1132531420,26140590,132,29
1262069540,1424561560,1131627043,4294967295,0,26
1262069540,1424561560,1131627043,49657277,1,110
1262069540,1424561560,1131627043,84200515,2,81
1262069540,1424561560,1131627043,37044708,3,106
1262069540,1424561560,1131627043,90877023,4,25
1262069540,1424561560,1131627043,131039400,128,14
1262069540,1424561560,1131627043,35915728,129,86
1262069540,1424561560,1131627043,4294967295,130,71
1262069540,1424561560,1131627043,45169223,131,66
1262069540,1424561560,1131627043,1234239,132,17
1261861162,1424554481,1131453809,43854622,0,21
1261861162,1424554481,1131453809,99114494,1,53
1261861162,1424554481,1131453809,87576421,2,93
1261861162,1424554481,1131453809,85254534,3,82
1261861162,1424554481,1131453809,84438082,4,50
1261861162,1424554481,1131453809,35915728,128,13
1261861162,1424554481,1131453809,67761193,129,63
1261861162,1424554481,1131453809,45169223,130,5
1261861162,1424554481,1131453809,1234239,131,14
1261861162,1424554481,1131453809,4294967295,132,30
1259488525,1424507610,1129310991,16164006,0,86
1259488525,1424507610,1129310991,86779190,1,1
1259488525,1424507610,1129310991,770506,2,17
1259488525,1424507610,1129310991,74604643,3,105
1259488525,1424507610,1129310991,97137957,4,97
1259488525,1424507610,1129310991,1234239,128,14
1259488525,1424507610,1129310991,43501498,129,98
1259488525,1424507610,1129310991,45169223,130,21
1259488525,1424507610,1129310991,67761193,131,27
1259488525,1424507610,1129310991,100732420,132,101
1259333909,1424503624,1129160037,95052204,0,59
1259333909,1424503624,1129160037,84366197,1,110
1259333909,1424503624,1129160037,4294967295,2,48
1259333909,1424503624,1129160037,107076371,3,60
1259333909,1424503624,1129160037,4294967295,4,101
1259333909,1424503624,1129160037,39449396,128,35
1259333909,1424503624,1129160037,85607867,129,25
1259333909,1424503624,1129160037,1234239,130,33
1259333909,1424503624,1129160037,43501498,131,85
1259333909,1424503624,1129160037,45169223,132,1
1259297503,1424502601,1129041975,27301726,0,14
1259297503,1424502601,1129041975,4294967295,1,86
1259297503,1424502601,1129041975,89063436,2,67
1259297503,1424502601,1129041975,4294967295,3,78
1259297503,1424502601,1129041975,4294967295,4,101
1259297503,1424502601,1129041975,38882379,128,25
1259297503,1424502601,1129041975,46050609,129,30
1259297503,1424502601,1129041975,1234239,130,50
1259297503,1424502601,1129041975,43501498,131,48
1259297503,1424502601,1129041975,45169223,132,28
1259092246,1424498023,1128975187,4294967295,0,18
1259092246,1424498023,1128975187,4294967295,1,27
1259092246,1424498023,1128975187,75445150,2,40
1259092246,1424498023,1128975187,4294967295,3,11
1259092246,1424498023,1128975187,7294,4,110
1259092246,1424498023,1128975187,4294967295,128,54
1259092246,1424498023,1128975187,4294967295,129,2
1259092246,1424498023,1128975187,1234239,130,59
1259092246,1424498023,1128975187,45169223,131,9
1259092246,1424498023,1128975187,104334947,132,58
1255920282,1424416646,1126073599,4294967295,0,22
1255920282,1424416646,1126073599,4294967295,1,20
1255920282,1424416646,1126073599,1234239,2,11
1255920282,1424416646,1126073599,43501498,3,29
1255920282,1424416646,1126073599,10910282,4,48
1255920282,1424416646,1126073599,120872699,128,39
1255920282,1424416646,1126073599,110442539,129,49
1255920282,1424416646,1126073599,186227978,130,36
1255920282,1424416646,1126073599,125258649,131,87
1255920282,1424416646,1126073599,189387003,132,84
1255632131,1424408852,1125771905,86806902,0,86
1255632131,1424408852,1125771905,86743907,1,104
1255632131,1424408852,1125771905,94739020,2,14
1255632131,1424408852,1125771905,10910282,3,82
1255632131,1424408852,1125771905,1234239,4,45
1255632131,1424408852,1125771905,121756186,128,2
1255632131,1424408852,1125771905,106186729,129,30
1255632131,1424408852,1125771905,112104393,130,49
1255632131,1424408852,1125771905,125584257,131,41
1255632131,1424408852,1125771905,111450059,132,39
1252712792,1424327874,1123142599,60923778,0,23
1252712792,1424327874,1123142599,76969870,1,112
1252712792,1424327874,1123142599,4294967295,2,73
1252712792,1424327874,1123142599,86717017,3,100
1252712792,1424327874,1123142599,155134131,4,17
1252712792,1424327874,1123142599,4294967295,128,72
1252712792,1424327874,1123142599,4294967295,129,56
1252712792,1424327874,1123142599,142791073,130,85
1252712792,1424327874,1123142599,1234239,131,14
1252712792,1424327874,1123142599,43501498,132,25
1249259317,1424236824,1120098854,102878410,0,82
1249259317,1424236824,1120098854,56556021,1,78
1249259317,1424236824,1120098854,114908197,2,75
1249259317,1424236824,1120098854,101550225,3,33
1249259317,1424236824,1120098854,129828003,4,77
1249259317,1424236824,1120098854,94739020,128,57
1249259317,1424236824,1120098854,45169223,129,111
1249259317,1424236824,1120098854,58958819,130,49
1249259317,1424236824,1120098854,1234239,131,14
1249259317,1424236824,1120098854,80136554,132,35
1249189958,1424234263,1120033216,80098283,0,90
1249189958,1424234263,1120033216,94739020,1,18
1249189958,1424234263,1120033216,45169223,2,53
1249189958,1424234263,1120033216,58958819,3,54
1249189958,1424234263,1120033216,1234239,4,14
1249189958,1424234263,1120033216,6248197,128,9
1249189958,1424234263,1120033216,150547818,129,19
1249189958,1424234263,1120033216,7572233,130,4
1249189958,1424234263,1120033216,169154105,131,102
1249189958,1424234263,1120033216,45064117,132,59
1246333353,1424158354,1117473437,71265721,0,106
1246333353,1424158354,1117473437,953806,1,40
1246333353,1424158354,1117473437,10910282,2,55
1246333353,1424158354,1117473437,43501498,3,69
1246333353,1424158354,1117473437,1234239,4,71
1246333353,1424158354,1117473437,120872699,128,15
1246333353,1424158354,1117473437,4294967295,129,44
1246333353,1424158354,1117473437,110442539,130,29
1246333353,1424158354,1117473437,199598775,131,83
1246333353,1424158354,1117473437,186227978,132,91
1246212150,1424154497,1117335479,4294967295,0,96
1246212150,1424154497,1117335479,10910282,1,50
1246212150,1424154497,1117335479,43501498,2,112
1246212150,1424154497,1117335479,58958819,3,55
1246212150,1424154497,1117335479,1234239,4,46
1246212150,1424154497,1117335479,4294967295,128,18
1246212150,1424154497,1117335479,4294967295,129,62
1246212150,1424154497,1117335479,70543725,130,44
1246212150,1424154497,1117335479,5807079,131,83
1246212150,1424154497,1117335479,117183910,132,105
1242887771,1424063774,1114307432,67687936,0,16
1242887771,1424063774,1114307432,75840417,1,100
1242887771,1424063774,1114307432,102367453,2,87
1242887771,1424063774,1114307432,122354203,3,104
1242887771,1424063774,1114307432,4294967295,4,41
1242887771,1424063774,1114307432,16383603,128,98
1242887771,1424063774,1114307432,94739020,129,35
1242887771,1424063774,1114307432,10910282,130,14
1242887771,1424063774,1114307432,43501498,131,95
1242887771,1424063774,1114307432,1234239,132,82
1242800489,1424061315,1114236769,4294967295,0,67
1242800489,1424061315,1114236769,164996684,1,17
1242800489,1424061315,1114236769,4294967295,2,2
1242800489,1424061315,1114236769,4294967295,3,5
1242800489,1424061315,1114236769,208926113,4,65
1242800489,1424061315,1114236769,4294967295,128,75
1242800489,1424061315,1114236769,94739020,129,68
1242800489,1424061315,1114236769,10910282,130,22
1242800489,1424061315,1114236769,43501498,131,53
1242800489,1424061315,1114236769,1234239,132,14
1240175322,1423991036,1111906622,114194058,0,59
